spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,8,0,3,US,2024-10-06,86,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",9,1,1,US,2024-10-06,85,True,178205,F-1 Trillion,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,10,-1,-2,US,2024-10-06,92,False,171869,Short n' Sweet,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,11,0,-2,US,2024-10-06,85,True,186365,Short n' Sweet,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,12,0,0,US,2024-10-06,91,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,13,0,37,US,2024-10-06,80,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,14,0,0,US,2024-10-06,91,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,15,0,0,US,2024-10-06,90,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,16,1,-3,US,2024-10-06,88,False,258034,The Rise and Fall of a Midwest Princess,2023-09-22,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,17,-1,6,US,2024-10-06,88,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,18,0,11,US,2024-10-06,91,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,19,2,5,US,2024-10-06,89,True,157146,The Secret of Us,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",20,-1,-2,US,2024-10-06,87,False,227195,Zach Bryan,2023-08-25,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,4
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,21,1,-4,US,2024-10-06,91,False,155151,MILLION DOLLAR BABY,2024-04-26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,22,-2,-3,US,2024-10-06,89,True,185265,Short n' Sweet,2024-08-23,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,4
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,Zach Bryan,23,0,2,US,2024-10-06,87,False,194920,Pink Skies,2024-05-24,0.525,0.488,0,-6.909,1,0.038,0.191,5.14e-05,0.135,0.253,84.999,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,24,2,10,US,2024-10-06,91,False,240400,I Love You.,2013-04-22,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler the Creator, Kali Uchis",25,0,8,US,2024-10-06,89,True,180386,Flower Boy,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,26,-2,6,US,2024-10-06,88,True,223192,Short n' Sweet,2024-08-23,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,27,2,1,US,2024-10-06,86,False,228013,Something in the Orange,2022-04-22,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3
1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,The Kid LAROI,28,-1,-2,US,2024-10-06,88,False,86983,THE FIRST TIME,2023-11-10,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,4
76JKIsdKrAfWUMjaA0u7v5,Too Sweet,Hozier,29,-1,21,US,2024-10-06,77,False,251424,Unreal Unearth: Unaired,2024-08-19,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",30,6,13,US,2024-10-06,84,False,181621,One Thing At A Time,2023-03-03,0.621,0.779,8,-3.777,1,0.0361,0.216,8.62e-06,0.165,0.399,172.037,4
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,31,3,-1,US,2024-10-06,85,False,210950,Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,0.487,0.658,5,-9.973,1,0.0296,0.00877,0.00777,0.1,0.282,142.18,4
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Morgan Wallen,32,-2,5,US,2024-10-06,85,False,198068,Lies Lies Lies,2024-07-05,0.486,0.702,1,-5.758,0,0.0298,0.239,7.54e-05,0.0912,0.382,81.053,4
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,33,-2,7,US,2024-10-06,88,False,161831,Fireworks & Rollerblades,2024-04-05,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,4
7FOgcfdz9Nx5V9lCNXdBYv,Red Wine Supernova,Chappell Roan,34,-2,-7,US,2024-10-06,87,True,192720,The Rise and Fall of a Midwest Princess,2023-09-22,0.657,0.82,9,-4.448,1,0.0441,0.0176,0.0,0.0847,0.709,124.041,4
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,35,-2,-14,US,2024-10-06,90,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,36,-1,14,US,2024-10-06,86,False,169697,Diet Pepsi,2024-08-09,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,37,0,11,US,2024-10-06,87,False,184516,Blonde,2016-08-20,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,3
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",38,4,8,US,2024-10-06,89,True,191700,UTOPIA,2023-07-28,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,39,4,-8,US,2024-10-06,85,False,233333,The Great American Bar Scene,2024-07-04,0.492,0.519,7,-6.886,1,0.0288,0.227,8.47e-05,0.0693,0.435,80.868,3
4Na2HfNSr58chvfX69fy36,one of wun,Gunna,40,-1,9,US,2024-10-06,85,True,144000,One of Wun,2024-05-10,0.915,0.453,10,-4.589,0,0.27,0.0872,0.000163,0.104,0.287,139.943,4
3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",41,-3,9,US,2024-10-06,91,False,143330,Guess featuring Billie Eilish,2024-08-01,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4
2Dct3GykKZ58hpWRFfe2Qd,Heading South,Zach Bryan,42,-2,0,US,2024-10-06,84,True,171692,Heading South,2019-09-30,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,4
2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,"Peso Pluma, Neton Vega",43,-2,2,US,2024-10-06,86,True,130614,ÉXODO,2024-06-20,0.722,0.74,6,-7.22,0,0.063,0.68,3.27e-05,0.176,0.893,132.731,3
3EO58D1YpHnTvBy68gK8HE,Wind Up Missin’ You,Tucker Wetmore,44,6,6,US,2024-10-06,39,True,166666,Waves On A Sunset,2024-10-04,0.571,0.717,6,-5.807,1,0.0365,0.508,1.17e-06,0.112,0.661,171.858,4
1SjsVdSXpwm1kTdYEHoPIT,Sun to Me,Zach Bryan,45,-1,2,US,2024-10-06,83,False,163031,American Heartbreak,2022-05-20,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,4
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,46,2,4,US,2024-10-06,82,True,163854,One Thing At A Time,2023-03-03,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,4
24XihnoVPWXlKJ4BgXqjVM,It's ok I'm ok,Tate McRae,47,0,-11,US,2024-10-06,87,True,156521,It's ok I'm ok,2024-09-12,0.754,0.514,1,-7.721,0,0.0471,0.0257,3.98e-05,0.0808,0.363,114.997,4
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,girl in red,48,-3,2,US,2024-10-06,85,False,184153,we fell in love in october / October Passed Me By,2018-11-21,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4
3WSOUb3U7tqURbBSgZTrZX,Casual,Chappell Roan,49,-3,-10,US,2024-10-06,86,True,232796,The Rise and Fall of a Midwest Princess,2023-09-22,0.508,0.411,1,-6.95,1,0.0269,0.226,0.0,0.0571,0.34,131.008,4
4QTlxavdQGUVitxAvQqqkU,Mmhmm,BigXthaPlug,50,-1,0,US,2024-10-06,80,True,119015,THE BIGGEST,2023-12-01,0.93,0.682,9,-8.799,1,0.331,0.028,0.0,0.129,0.962,126.003,4
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",1,0,49,US,2024-10-05,88,True,256000,Timeless,2024-09-27,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,4
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,2,1,0,US,2024-10-05,95,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",3,-1,-2,US,2024-10-05,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,4,0,-1,US,2024-10-05,96,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,5,0,-1,US,2024-10-05,98,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,6,0,-1,US,2024-10-05,93,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,7,0,43,US,2024-10-05,85,True,175459,Short n' Sweet,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,8,2,3,US,2024-10-05,86,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,9,-1,-2,US,2024-10-05,92,False,171869,Short n' Sweet,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",10,1,-1,US,2024-10-05,85,True,178205,F-1 Trillion,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,11,-2,39,US,2024-10-05,85,True,186365,Short n' Sweet,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,12,0,-2,US,2024-10-05,91,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,13,0,37,US,2024-10-05,79,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,14,0,-1,US,2024-10-05,91,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,15,0,-1,US,2024-10-05,90,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,16,0,3,US,2024-10-05,88,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,17,0,-5,US,2024-10-05,88,False,258034,The Rise and Fall of a Midwest Princess,2023-09-22,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,18,0,9,US,2024-10-05,91,False,261466,HIT ME HARD AND SOFT,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",19,0,-3,US,2024-10-05,87,False,227195,Zach Bryan,2023-08-25,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,4
102YUQbYmwdBXS7jwamI90,Good Graces,Sabrina Carpenter,20,0,2,US,2024-10-05,89,True,185265,Short n' Sweet,2024-08-23,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,4
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,21,1,2,US,2024-10-05,89,True,157146,The Secret of Us,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
5AJ9hqTS2wcFQCELCFRO7A,MILLION DOLLAR BABY,Tommy Richman,22,-1,-5,US,2024-10-05,91,False,155151,MILLION DOLLAR BABY,2024-04-26,0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
4ZJ4vzLQekI0WntDbanNC7,Pink Skies,Zach Bryan,23,0,1,US,2024-10-05,87,False,194920,Pink Skies,2024-05-24,0.525,0.488,0,-6.909,1,0.038,0.191,5.14e-05,0.135,0.253,84.999,4
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,24,1,9,US,2024-10-05,88,True,223192,Short n' Sweet,2024-08-23,0.633,0.725,5,-4.257,1,0.0427,0.0461,0.0,0.205,0.64,130.504,4
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler the Creator, Kali Uchis",25,-1,6,US,2024-10-05,89,True,180386,Flower Boy,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,26,1,2,US,2024-10-05,91,False,240400,I Love You.,2013-04-22,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,The Kid LAROI,27,-1,-2,US,2024-10-05,88,False,86983,THE FIRST TIME,2023-11-10,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,4
76JKIsdKrAfWUMjaA0u7v5,Too Sweet,Hozier,28,1,22,US,2024-10-05,76,False,251424,Unreal Unearth: Unaired,2024-08-19,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,29,1,-3,US,2024-10-05,86,False,228013,Something in the Orange,2022-04-22,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3
7Fzl7QaTu47WyP9R5S5mh5,Lies Lies Lies,Morgan Wallen,30,5,7,US,2024-10-05,85,False,198068,Lies Lies Lies,2024-07-05,0.486,0.702,1,-5.758,0,0.0298,0.239,7.54e-05,0.0912,0.382,81.053,4
51eSHglvG1RJXtL3qI5trr,Slow It Down,Benson Boone,31,1,7,US,2024-10-05,88,False,161831,Fireworks & Rollerblades,2024-04-05,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,4
7FOgcfdz9Nx5V9lCNXdBYv,Red Wine Supernova,Chappell Roan,32,1,-2,US,2024-10-05,87,True,192720,The Rise and Fall of a Midwest Princess,2023-09-22,0.657,0.82,9,-4.448,1,0.0441,0.0176,0.0,0.0847,0.709,124.041,4
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,33,-5,-12,US,2024-10-05,90,False,210688,I've Tried Everything But Therapy (Part 1),2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
6GG4yyk3UATdBfTHVgI8PB,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,34,0,-2,US,2024-10-05,85,False,210950,Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,0.487,0.658,5,-9.973,1,0.0296,0.00877,0.00777,0.1,0.282,142.18,4
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,35,1,15,US,2024-10-05,86,False,169697,Diet Pepsi,2024-08-09,0.669,0.561,10,-6.538,1,0.0411,0.495,0.00962,0.0954,0.841,150.069,4
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",36,6,3,US,2024-10-05,84,False,181621,One Thing At A Time,2023-03-03,0.621,0.779,8,-3.777,1,0.0361,0.216,8.62e-06,0.165,0.399,172.037,4
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Frank Ocean,37,4,8,US,2024-10-05,87,False,184516,Blonde,2016-08-20,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,3
3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,"Charli xcx, Billie Eilish",38,0,12,US,2024-10-05,91,False,143330,Guess featuring Billie Eilish,2024-08-01,0.776,0.667,7,-6.622,1,0.0983,0.0146,0.3,0.0761,0.618,130.019,4
4Na2HfNSr58chvfX69fy36,one of wun,Gunna,39,-2,8,US,2024-10-05,85,True,144000,One of Wun,2024-05-10,0.915,0.453,10,-4.589,0,0.27,0.0872,0.000163,0.104,0.287,139.943,4
2Dct3GykKZ58hpWRFfe2Qd,Heading South,Zach Bryan,40,0,1,US,2024-10-05,84,True,171692,Heading South,2019-09-30,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,4
2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,"Peso Pluma, Neton Vega",41,2,2,US,2024-10-05,86,True,130614,ÉXODO,2024-06-20,0.722,0.74,6,-7.22,0,0.063,0.68,3.27e-05,0.176,0.893,132.731,3
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",42,3,6,US,2024-10-05,89,True,191700,UTOPIA,2023-07-28,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,4
5iJKGpnFfvbjZJeAtwXfCj,28,Zach Bryan,43,-12,-14,US,2024-10-05,85,False,233333,The Great American Bar Scene,2024-07-04,0.492,0.519,7,-6.886,1,0.0288,0.227,8.47e-05,0.0693,0.435,80.868,3
1SjsVdSXpwm1kTdYEHoPIT,Sun to Me,Zach Bryan,44,0,2,US,2024-10-05,83,False,163031,American Heartbreak,2022-05-20,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,4
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,girl in red,45,5,5,US,2024-10-05,85,False,184153,we fell in love in october / October Passed Me By,2018-11-21,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4
3WSOUb3U7tqURbBSgZTrZX,Casual,Chappell Roan,46,2,-10,US,2024-10-05,86,True,232796,The Rise and Fall of a Midwest Princess,2023-09-22,0.508,0.411,1,-6.95,1,0.0269,0.226,0.0,0.0571,0.34,131.008,4
24XihnoVPWXlKJ4BgXqjVM,It's ok I'm ok,Tate McRae,47,0,-13,US,2024-10-05,86,True,156521,It's ok I'm ok,2024-09-12,0.754,0.514,1,-7.721,0,0.0471,0.0257,3.98e-05,0.0808,0.363,114.997,4
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,48,1,2,US,2024-10-05,82,True,163854,One Thing At A Time,2023-03-03,0.492,0.673,6,-5.431,1,0.0347,0.413,0.0,0.137,0.488,203.812,4
4QTlxavdQGUVitxAvQqqkU,Mmhmm,BigXthaPlug,49,1,1,US,2024-10-05,80,True,119015,THE BIGGEST,2023-12-01,0.93,0.682,9,-8.799,1,0.331,0.028,0.0,0.129,0.962,126.003,4
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,50,0,0,US,2024-10-05,77,False,236906,Submarine,2024-05-31,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,4
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",1,0,49,US,2024-10-04,88,True,256000,Timeless,2024-09-27,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,4
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",2,0,-1,US,2024-10-04,100,False,251667,Die With A Smile,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,3,0,-1,US,2024-10-04,95,False,157279,Short n' Sweet,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,4,0,-1,US,2024-10-04,96,False,218423,"Good Luck, Babe!",2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,5,0,-1,US,2024-10-04,98,False,210373,HIT ME HARD AND SOFT,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,6,0,-1,US,2024-10-04,93,False,170887,MUSE,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,7,0,-1,US,2024-10-04,85,True,175459,Short n' Sweet,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,4
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,8,0,-1,US,2024-10-04,92,False,171869,Short n' Sweet,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,9,0,-1,US,2024-10-04,85,True,186365,Short n' Sweet,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,10,0,1,US,2024-10-04,86,True,171291,"Where I've Been, Isn't Where I'm Going",2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,4
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",11,0,-2,US,2024-10-04,85,True,178205,F-1 Trillion,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,12,0,-2,US,2024-10-04,91,False,184841,The Rise and Fall of a Midwest Princess,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,13,1,-1,US,2024-10-04,76,False,211978,Sailor Song,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,14,-1,-1,US,2024-10-04,92,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,15,0,0,US,2024-10-04,90,False,180304,Fireworks & Rollerblades,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,16,2,3,US,2024-10-04,88,False,182346,Stick Season,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,4
